16.9903	-0.0433358	16.6662	-0.771738	15.9919	-1.19714	15.2143	-1.37336	14.4224	-1.46564	13.6417	-1.62686	12.9029	-1.9266	12.1213	-2.08408	11.3848	-2.38935	10.5986	-2.5216	9.80563	-2.60401	9.02464	-2.76425	8.23216	-2.8514	7.43913	-2.93344	6.65458	-3.07519	5.85892	-3.12565	5.06647	-3.21312	4.27343	-3.295	3.47969	-3.36982	2.6844	-3.42593	1.88801	-3.46299	1.09266	-3.51818	0.29555	-3.53359	-0.501602	-3.54668	-1.29869	-3.53026	-2.09487	-3.48883	-2.89041	-3.4365	-3.68583	-3.38232	-4.4812	-3.32749	-5.27491	-3.25237	-6.06546	-3.14915	-6.85842	-3.06648	-7.65011	-2.97238	-8.43946	-2.86038	-9.23115	-2.76629	-10.0157	-2.62433	-10.8051	-2.51304	-11.5776	-2.31587	-12.3376	-2.07486	-13.101	-1.84494	-13.871	-1.63852	-14.6518	-1.47721	-15.4459	-1.40603	-16.2123	-1.1866	-16.8561	-0.716251	-16.9907	0.0695621	-16.6206	0.775727	-15.8821	1.07599	-15.1077	1.26561	-14.3203	1.39071	-13.5606	1.63242	-12.8099	1.90113	-12.0551	2.15758	-11.2628	2.24628	-10.5204	2.53706	-9.72609	2.60543	-8.94324	2.75629	-8.15365	2.86666	-7.36416	2.97766	-6.57564	3.09537	-5.7843	3.1924	-4.99298	3.28949	-4.19975	3.36953	-3.40444	3.42533	-2.60932	3.48357	-1.81257	3.51225	-1.01629	3.55175	-0.220013	3.59126	0.57721	3.5836	1.3741	3.55939	2.16999	3.51265	2.96665	3.48185	3.76242	3.43311	4.55784	3.37904	5.35145	3.30277	6.14525	3.2286	6.93531	3.12173	7.72917	3.04813	8.49535	2.82771	9.29168	2.86605	10.015	2.53079	10.8071	2.62187	11.5366	2.30027	12.3077	2.09763	13.0681	1.85828	13.7972	1.53566	14.5909	1.45986	15.3858	1.39943	16.152	1.17886	16.8136	0.734109
15.6166	-0.046414	15.3349	-0.782477	14.8063	-1.36702	14.034	-1.52427	13.2459	-1.53338	12.4722	-1.683	11.8057	-2.10363	11.2281	-2.63989	10.6692	-3.19555	10.071	-3.70863	9.40888	-4.13611	8.7188	-4.51678	7.98388	-4.80145	7.2511	-5.09156	6.50307	-5.33972	5.7277	-5.48088	4.98131	-5.73391	4.20271	-5.85608	3.41903	-5.93959	2.64557	-6.09085	1.86261	-6.18089	1.07519	-6.2141	0.288861	-6.26716	-0.499156	-6.25449	-1.28727	-6.25714	-2.07345	-6.20188	-2.85854	-6.13287	-3.63736	-6.01216	-4.42092	-5.92756	-5.19902	-5.80226	-5.95251	-5.57123	-6.72401	-5.41022	-7.47448	-5.16954	-8.20448	-4.8725	-8.935	-4.57676	-9.61823	-4.18392	-10.2653	-3.73392	-10.8315	-3.18576	-11.3942	-2.6339	-11.9638	-2.08929	-12.6593	-1.71847	-13.4355	-1.58209	-14.2235	-1.57028	-14.9751	-1.3332	-15.5087	-0.753157	-15.5761	0.0320759	-15.5271	0.818671	-15.029	1.42947	-14.3187	1.77083	-13.532	1.81803	-12.7531	1.93846	-12.0388	2.27148	-11.4179	2.75685	-10.8046	3.25187	-10.1632	3.70979	-9.4796	4.102	-8.74407	4.38506	-8.03304	4.725	-7.26127	4.88472	-6.51404	5.13528	-5.74094	5.2884	-4.95828	5.38097	-4.21798	5.65131	-3.43054	5.61854	-2.66322	5.7984	-1.87657	5.84645	-1.08949	5.88679	-0.301421	5.89594	0.481719	5.98438	1.26658	5.91275	2.05438	5.93498	2.83558	5.8308	3.61969	5.75135	4.39191	5.59388	5.17934	5.56099	5.93533	5.33827	6.71781	5.24416	7.46365	4.9895	8.22169	4.77382	8.94689	4.46527	9.66925	4.15011	10.3181	3.70278	10.9551	3.23873	11.535	2.70494	12.1887	2.26472	12.926	1.98633	13.7127	1.93992	14.4982	1.87496	15.1617	1.44975	15.4838	0.730441
16.874	-0.0357451	16.4333	-0.717875	15.6576	-0.958343	14.8536	-1.0724	14.1418	-1.46346	13.473	-1.92409	12.8438	-2.4375	12.1068	-2.77867	11.3243	-2.996	10.5141	-3.05139	9.72444	-2.86195	8.9282	-2.70223	8.11624	-2.68705	7.30414	-2.68752	6.50025	-2.80266	5.74668	-3.1054	4.99294	-3.40768	4.23764	-3.70605	3.48894	-4.02064	2.69483	-4.1906	1.89944	-4.35451	1.08736	-4.36016	0.275299	-4.35247	-0.536202	-4.38363	-1.34651	-4.43757	-2.15283	-4.34089	-2.95032	-4.18755	-3.74634	-4.02674	-4.48505	-3.68938	-5.24504	-3.40315	-6.02708	-3.18425	-6.79572	-2.92214	-7.58251	-2.72099	-8.39316	-2.76955	-9.18405	-2.95393	-9.98427	-3.09232	-10.7779	-3.26439	-11.59	-3.25915	-12.3274	-2.91891	-13.0549	-2.55801	-13.6675	-2.02483	-14.3271	-1.55109	-15.1176	-1.36507	-15.918	-1.22781	-16.6183	-0.816675	-16.839	-0.0351372	-16.4385	0.671353	-15.659	0.899059	-14.8549	1.01269	-14.1216	1.36164	-13.5056	1.89081	-12.8821	2.41116	-12.1926	2.84023	-11.405	3.03839	-10.5943	3.08547	-9.78847	2.98482	-8.99563	2.80899	-8.18464	2.76669	-7.37265	2.7533	-6.56945	2.87319	-5.79732	3.12483	-5.03472	3.40402	-4.28633	3.71934	-3.54543	4.05187	-2.75359	4.2321	-1.96084	4.40831	-1.14958	4.44527	-0.337603	4.43099	0.472291	4.4908	1.28365	4.52559	2.09386	4.47034	2.88807	4.30081	3.66332	4.05897	4.41332	3.7475	5.16788	3.44725	5.92288	3.14813	6.70133	2.91678	7.49936	2.76624	8.31131	2.78166	9.11901	2.86605	9.91303	3.03644	10.7115	3.18451	11.5146	3.06409	12.2898	2.82182	12.9922	2.4142	13.6413	1.92623	14.2904	1.43823	15.0442	1.13613	15.8525	1.05765	16.5941	0.726599
16.0495	-0.0319511	15.7169	-0.740105	15.0587	-1.16315	14.3307	-1.44949	13.6038	-1.73896	12.8898	-2.05873	12.2107	-2.44731	11.5181	-2.81106	10.7991	-3.11967	10.0945	-3.4596	9.38349	-3.78606	8.64597	-4.04714	7.89892	-4.27954	7.15993	-4.53644	6.38494	-4.64364	5.64475	-4.89703	4.86254	-4.91302	4.12485	-5.17362	3.34251	-5.18011	2.57862	-5.3491	1.79687	-5.38033	1.01735	-5.44699	0.236158	-5.48981	-0.546205	-5.49212	-1.32684	-5.44014	-2.10889	-5.41783	-2.89079	-5.39065	-3.65926	-5.24385	-4.43982	-5.1907	-5.21517	-5.08619	-5.97592	-4.90355	-6.74385	-4.75396	-7.51635	-4.63007	-8.25691	-4.37774	-9.00952	-4.16404	-9.75852	-3.93799	-10.4545	-3.58072	-11.1784	-3.28379	-11.8802	-2.93801	-12.5759	-2.58014	-13.2636	-2.20708	-13.9863	-1.90749	-14.7143	-1.6208	-15.4318	-1.30898	-16.0067	-0.778306	-16.1153	-0.00351665	-15.6988	0.658785	-15.0481	1.09312	-14.3494	1.4452	-13.6499	1.79553	-12.9603	2.16504	-12.2776	2.54724	-11.5884	2.91741	-10.8816	3.253	-10.1669	3.57128	-9.44954	3.88343	-8.71257	4.14605	-7.95354	4.33572	-7.20801	4.57294	-6.44035	4.72393	-5.71265	5.01124	-4.93036	5.00008	-4.16649	5.16919	-3.38633	5.22794	-2.61974	5.38426	-1.83747	5.37215	-1.05949	5.4549	-0.278027	5.41734	0.498583	5.51207	1.27431	5.41035	2.05657	5.42303	2.8213	5.25782	3.60366	5.26145	4.36903	5.09927	5.14678	5.01444	5.92443	4.92864	6.65362	4.64514	7.42732	4.52898	8.18041	4.31696	8.93092	4.096	9.67781	3.86307	10.4066	3.57842	11.1124	3.24088	11.811	2.8887	12.5135	2.54445	13.2335	2.23823	13.94	1.90216	14.6676	1.61463	15.3763	1.28326	15.9423	0.743035
12.5781	-0.0161521	12.5726	-0.762343	12.4856	-1.50347	12.257	-2.21381	11.904	-2.87122	11.3994	-3.42103	10.9163	-3.98973	10.3895	-4.51816	9.89384	-5.07601	9.30811	-5.53835	8.71151	-5.98656	8.09032	-6.40003	7.48341	-6.83419	6.82865	-7.19213	6.15582	-7.51481	5.45093	-7.75968	4.74383	-7.99809	4.02056	-8.18169	3.27537	-8.22074	2.54026	-8.349	1.79634	-8.40734	1.05123	-8.448	0.307662	-8.51072	-0.436927	-8.55989	-1.1817	-8.60626	-1.92783	-8.59579	-2.67321	-8.56052	-3.41638	-8.49321	-4.14683	-8.34066	-4.85479	-8.1048	-5.52516	-7.77704	-6.16876	-7.39939	-6.77822	-6.96882	-7.41169	-6.57443	-8.03357	-6.16201	-8.70247	-5.83124	-9.38608	-5.53206	-10.0087	-5.12073	-10.5512	-4.60841	-11.0317	-4.03746	-11.4756	-3.43761	-11.8725	-2.80572	-12.222	-2.14641	-12.4571	-1.4382	-12.5696	-0.700526	-12.5316	0.0447154	-12.4468	0.786089	-12.3067	1.51904	-12.0047	2.20142	-11.5417	2.7866	-11.4221	3.52316	-10.9115	4.06741	-10.4659	4.66593	-9.94139	5.19671	-9.37676	5.68459	-8.79895	6.15678	-8.16999	6.55832	-7.52643	6.93602	-6.86964	7.29023	-6.21423	7.64697	-5.56226	8.00997	-4.86498	8.27574	-4.14214	8.46104	-3.40539	8.57951	-2.65919	8.58194	-1.91298	8.58138	-1.16677	8.58482	-0.422071	8.53738	0.313933	8.41438	1.05848	8.36451	1.77617	8.16018	2.52235	8.16637	3.24417	7.97714	3.98751	7.9117	4.71004	7.72522	5.42656	7.51679	6.14441	7.31304	6.84004	7.04299	7.54872	6.80932	8.14624	6.36232	8.75153	5.92591	9.31882	5.44113	9.91846	4.99699	10.4091	4.43478	10.9302	3.9006	11.5168	3.43946	11.9634	2.84164	12.3459	2.20091	12.4844	1.46766	12.596	0.729843
12.8326	-0.166607	12.8146	-0.92393	12.5262	-1.62441	12.0602	-2.22164	11.6807	-2.87725	11.2069	-3.46833	10.6773	-4.01	10.1912	-4.59099	9.52549	-4.95258	8.84711	-5.28971	8.16958	-5.62856	7.49202	-5.96733	6.81448	-6.30615	6.13653	-6.64416	5.46357	-6.99199	4.75498	-7.25985	3.999	-7.30838	3.27298	-7.52462	2.52949	-7.66984	1.83695	-7.97684	1.094	-8.12476	0.337093	-8.09393	-0.420432	-8.0979	-1.17786	-8.11064	-1.90241	-7.88952	-2.65988	-7.88022	-3.41596	-7.92725	-4.15545	-7.76291	-4.89929	-7.61951	-5.55782	-7.24509	-6.30855	-7.14375	-7.04333	-6.95946	-7.7214	-6.6217	-8.45828	-6.44603	-9.2157	-6.43261	-9.9455	-6.2295	-10.6546	-5.96308	-11.1681	-5.40615	-11.6014	-4.78477	-11.9141	-4.09475	-12.4123	-3.52411	-12.661	-2.80857	-12.637	-2.05142	-12.6397	-1.29389	-12.6447	-0.53637	-12.6187	0.220721	-12.4118	0.949457	-12.2186	1.68193	-12.2057	2.43935	-11.7641	3.05485	-11.1081	3.43373	-10.5981	3.99385	-9.99971	4.45841	-9.34018	4.83106	-8.67363	5.19102	-8.11716	5.70503	-7.40751	5.9701	-6.83349	6.46443	-6.16904	6.82825	-5.57156	7.29395	-4.91396	7.67	-4.23874	8.01344	-3.50323	8.19477	-2.74574	8.18677	-1.9882	8.18733	-1.23067	8.18735	-0.473131	8.18671	0.28438	8.19272	1.04097	8.15484	1.77965	8.32279	2.53592	8.36666	3.26121	8.14802	3.94871	7.82989	4.63391	7.50684	5.27598	7.10483	6.0061	6.90289	6.74849	6.75216	7.47531	6.53865	8.21225	6.36319	8.95294	6.20432	9.62429	5.8534	10.3729	5.73749	10.9618	5.26101	11.5072	4.73525	11.9614	4.12895	12.2875	3.44522	12.5877	2.74972	12.8164	2.02751	12.7581	1.27221	13.0294	0.564916
15.5524	-0.0209303	15.527	-0.80062	14.9078	-1.27519	14.2054	-1.61458	13.4878	-1.92041	12.8022	-2.29255	12.1297	-2.68802	11.4688	-3.1025	10.7835	-3.47518	10.0948	-3.84161	9.38794	-4.17157	8.64546	-4.4109	7.91475	-4.68409	7.1556	-4.86366	6.40397	-5.0725	5.6359	-5.20901	4.86905	-5.35218	4.09587	-5.45588	3.32186	-5.5532	2.54324	-5.60137	1.76522	-5.65833	0.985866	-5.69244	0.205765	-5.69039	-0.574339	-5.69062	-1.35443	-5.68696	-2.1326	-5.63204	-2.9084	-5.55022	-3.68608	-5.48873	-4.45718	-5.37054	-5.23015	-5.26528	-6.00005	-5.13951	-6.76108	-4.96807	-7.52166	-4.79463	-8.27148	-4.57938	-9.01017	-4.32859	-9.72919	-4.02598	-10.4441	-3.71375	-11.1407	-3.36254	-11.8361	-3.00918	-12.5233	-2.63984	-13.2266	-2.30233	-13.9352	-1.97606	-14.6538	-1.67247	-15.3418	-1.30479	-15.1237	-0.555786	-15.7235	-0.0568984	-15.3715	0.639306	-14.8541	1.22308	-14.1444	1.54701	-13.4265	1.85231	-12.734	2.21141	-12.061	2.60593	-11.3867	2.99821	-10.7038	3.37541	-9.99538	3.70197	-9.29804	4.05165	-8.57415	4.34242	-7.83415	4.58933	-7.08269	4.79878	-6.32034	4.96424	-5.58319	5.21954	-4.80903	5.31562	-4.04433	5.46992	-3.26581	5.51961	-2.49751	5.65477	-1.71784	5.68086	-0.939112	5.72715	-0.15908	5.73774	0.620748	5.75848	1.40003	5.72263	2.17725	5.6556	2.95735	5.65706	3.72162	5.50069	4.50046	5.45623	5.26869	5.32069	6.0357	5.17833	6.80717	5.06261	7.55223	4.83142	8.31423	4.66435	9.03736	4.37168	9.76924	4.10167	10.4778	3.77538	11.179	3.43339	11.8363	3.01335	12.6064	2.88837	13.1124	2.29469	13.8584	2.06652	14.5187	1.651	15.2837	1.49834	15.3038	0.718491
15.0134	-0.0945554	14.8118	-0.846624	14.4539	-1.53813	13.9017	-2.08705	13.2003	-2.42518	12.5109	-2.78698	11.7679	-3.02004	11.0062	-3.1813	10.2683	-3.42989	9.51651	-3.63246	8.83112	-4.00192	8.09875	-4.26627	7.33532	-4.4194	6.6086	-4.69891	5.8724	-4.95244	5.19025	-5.32785	4.42476	-5.47026	3.6508	-5.55532	2.91893	-5.82109	2.1828	-6.07479	1.40565	-6.12276	0.629457	-6.18428	-0.140657	-6.29909	-0.919083	-6.28143	-1.69771	-6.28342	-2.47633	-6.28577	-3.25484	-6.27246	-4.02001	-6.12833	-4.78473	-5.9818	-5.54267	-5.80354	-6.31557	-5.70928	-7.04161	-5.42798	-7.73482	-5.07342	-8.48256	-4.8563	-9.22475	-4.62089	-9.98001	-4.43157	-10.6675	-4.0661	-11.4119	-3.83777	-12.1197	-3.51328	-12.8152	-3.16318	-13.5064	-2.80474	-14.2573	-2.59859	-14.832	-2.0733	-14.8255	-1.2947	-14.8248	-0.516073	-14.8348	0.262489	-14.7367	1.03491	-14.3659	1.71957	-13.8671	2.31747	-13.2602	2.80516	-12.6016	3.22051	-11.8519	3.43077	-11.1704	3.80746	-10.4097	3.97339	-9.67199	4.22247	-8.92529	4.44316	-8.2364	4.80605	-7.49082	5.03049	-6.78584	5.36104	-6.06268	5.64963	-5.29597	5.78535	-4.51735	5.7832	-3.75936	5.96128	-3.03005	6.23399	-2.25181	6.25849	-1.47319	6.25525	-0.694568	6.25263	0.0838424	6.27096	0.858624	6.19368	1.62333	6.04713	2.39477	5.94152	3.15433	5.7703	3.91362	5.59783	4.63961	5.31641	5.3711	5.04962	6.13054	4.87785	6.87528	4.65065	7.53989	4.245	8.30683	4.11058	8.93586	3.6517	9.68067	3.42471	10.4399	3.59764	11.2176	3.56147	11.9672	3.35055	12.7348	3.2201	13.5054	3.10898	14.173	2.70823	14.6431	2.08752	15.1005	1.45742	15.1039	0.678802
15.3321	-0.146822	15.1042	-0.900631	14.791	-1.62318	14.1545	-2.08679	13.4598	-2.45767	12.7003	-2.66597	11.9178	-2.75445	11.1625	-2.97723	10.406	-3.19582	9.61847	-3.19965	8.90017	-3.52245	8.25971	-3.98065	7.54734	-4.31632	6.78474	-4.51278	6.07904	-4.86226	5.37399	-5.21303	4.67654	-5.57871	3.94108	-5.8602	3.15691	-5.93248	2.40697	-6.17278	1.66655	-6.44095	0.892402	-6.58534	0.104982	-6.57454	-0.682511	-6.5758	-1.47	-6.57698	-2.25748	-6.57156	-3.00668	-6.32898	-3.76124	-6.10363	-4.54686	-6.04928	-5.27288	-5.74424	-6.04505	-5.58966	-6.6531	-5.08924	-7.36122	-4.7447	-8.13488	-4.5977	-8.90478	-4.43217	-9.61092	-4.08358	-10.3677	-3.86593	-11.1537	-3.9142	-11.9242	-3.75121	-12.665	-3.48415	-13.3655	-3.12437	-14.0532	-2.74067	-14.5435	-2.12445	-14.8713	-1.40839	-15.0243	-0.635901	-15.0462	0.151288	-14.8907	0.923276	-14.4262	1.55919	-13.8203	2.06224	-13.1882	2.53189	-12.4167	2.69009	-11.6489	2.86492	-10.9089	3.13425	-10.2264	3.52706	-9.48947	3.80481	-8.71648	3.95524	-7.97784	4.22831	-7.49105	4.84733	-6.79247	5.21083	-6.00512	5.19608	-5.24491	5.40159	-4.70203	5.97205	-3.9282	6.11809	-3.1692	6.328	-2.38742	6.23332	-1.60286	6.16531	-0.878943	6.47528	-0.091452	6.47323	0.692415	6.39774	1.44217	6.15686	2.22687	6.09065	3.01406	6.11252	3.79978	6.05965	4.50313	5.70548	5.23062	5.40396	6.01396	5.32317	6.77235	5.11107	7.47943	4.76439	8.17562	4.39634	8.9589	4.31499	9.68393	4.00761	10.432	3.76169	11.1589	3.4587	11.9459	3.43121	12.7211	3.29241	13.4671	3.04013	14.146	2.64117	14.7101	2.09165	15.0895	1.40159	15.2876	0.639416
14.5767	-0.0331202	14.5447	-0.80335	14.4058	-1.56162	13.8329	-2.07749	13.5717	-2.80279	12.9828	-3.30022	12.2927	-3.64386	11.6747	-4.10468	10.9261	-4.28859	10.1818	-4.48953	9.45892	-4.75728	8.69098	-4.82469	7.94424	-5.01616	7.1898	-5.17458	6.42089	-5.22983	5.66264	-5.36894	4.89336	-5.4187	4.12831	-5.5135	3.35763	-5.53156	2.58888	-5.58907	1.81804	-5.59794	1.04834	-5.641	0.277827	-5.66519	-0.493069	-5.66486	-1.26391	-5.65545	-2.03329	-5.60714	-2.80413	-5.59824	-3.57502	-5.59404	-4.34427	-5.54379	-5.11304	-5.48657	-5.88295	-5.44753	-6.64501	-5.33113	-7.4141	-5.27843	-8.17269	-5.14127	-8.92682	-4.98134	-9.68604	-4.84771	-10.4239	-4.62434	-11.166	-4.41571	-11.8745	-4.11189	-12.5557	-3.75093	-13.1958	-3.32142	-13.7625	-2.79883	-14.1864	-2.15493	-14.562	-1.48173	-14.7143	-0.726024	-14.7197	0.0448532	-14.6499	0.812584	-14.3428	1.51969	-13.999	2.20966	-13.5395	2.82866	-12.9583	3.33513	-12.3158	3.76107	-11.6014	4.0508	-10.8901	4.34788	-10.1395	4.52361	-9.41852	4.79656	-8.64762	4.79615	-7.9307	5.07953	-7.16242	5.14293	-6.40779	5.30046	-5.64393	5.19655	-4.88575	5.33602	-4.1204	5.24375	-3.36335	5.3892	-2.59521	5.45438	-1.82437	5.46333	-1.05349	5.45823	-0.283012	5.48358	0.478115	5.60592	1.24642	5.66907	2.01603	5.62459	2.78622	5.59152	3.55709	5.59711	4.32558	5.53626	5.09524	5.49263	5.86028	5.3978	6.62944	5.346	7.38389	5.18761	8.15432	5.16099	8.87654	4.8914	9.61359	4.66546	10.3785	4.56957	11.1481	4.52428	11.8333	4.17102	12.4699	3.73633	13.1743	3.42302	13.613	2.78918	14.0708	2.16891	14.3906	1.46746	14.6331	0.735712
