0.0000000000e+00,0.0000000000e+00,8.0000000000e+00,4.8900000000e+02,3.1920000000e+03,3.3630000000e+03,1.1660000000e+03,7.3500000000e+02,6.6500000000e+02,3.2700000000e+02,5.5000000000e+01,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,4.4000000000e+01,1.9510000000e+03,4.5550000000e+03,2.2390000000e+03,6.6000000000e+02,3.9200000000e+02,1.3200000000e+02,2.6000000000e+01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
2.0000000000e+00,2.3000000000e+01,8.8000000000e+01,1.1800000000e+03,3.6740000000e+03,2.6180000000e+03,1.0600000000e+03,5.6900000000e+02,4.2400000000e+02,2.7100000000e+02,8.9000000000e+01,2.0000000000e+00,0.0000000000e+00,0
1.5000000000e+01,8.2000000000e+01,1.0710000000e+03,2.8690000000e+03,3.4190000000e+03,1.8650000000e+03,4.3900000000e+02,1.7300000000e+02,5.2000000000e+01,1.4000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,3.9000000000e+01,2.3880000000e+03,6.2740000000e+03,1.2870000000e+03,1.2000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,3.3000000000e+01,1.2570000000e+03,4.5470000000e+03,2.6130000000e+03,6.3500000000e+02,3.4800000000e+02,2.1100000000e+02,2.4500000000e+02,1.0800000000e+02,3.0000000000e+00,0.0000000000e+00,0
2.6000000000e+01,1.4000000000e+02,1.2280000000e+03,3.7170000000e+03,2.8320000000e+03,1.4740000000e+03,3.9000000000e+02,1.5400000000e+02,3.5000000000e+01,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
1.2000000000e+01,4.6000000000e+01,8.4400000000e+02,3.9810000000e+03,3.2460000000e+03,1.4330000000e+03,3.1700000000e+02,9.4000000000e+01,2.6000000000e+01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
3.8000000000e+01,2.6100000000e+02,1.9700000000e+03,3.8710000000e+03,2.4760000000e+03,1.0560000000e+03,2.0900000000e+02,8.7000000000e+01,2.7000000000e+01,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
2.9000000000e+01,9.1000000000e+01,1.0680000000e+03,2.5550000000e+03,2.5390000000e+03,1.7380000000e+03,6.3600000000e+02,4.0800000000e+02,3.0800000000e+02,3.7900000000e+02,2.1500000000e+02,3.4000000000e+01,0.0000000000e+00,0
0.0000000000e+00,2.4000000000e+01,7.4400000000e+02,3.7280000000e+03,3.7780000000e+03,1.4370000000e+03,2.1700000000e+02,6.8000000000e+01,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,2.0000000000e+00,1.1200000000e+02,1.3980000000e+03,2.4450000000e+03,2.4180000000e+03,1.4780000000e+03,1.3930000000e+03,7.2800000000e+02,2.3000000000e+01,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
1.0000000000e+00,2.4000000000e+01,1.4070000000e+03,4.2170000000e+03,2.3110000000e+03,6.6200000000e+02,1.6600000000e+02,1.4900000000e+02,2.5000000000e+02,2.5400000000e+02,2.7600000000e+02,2.7500000000e+02,8.0000000000e+00,0
4.0000000000e+00,4.5000000000e+01,7.0200000000e+02,4.1140000000e+03,3.2590000000e+03,1.4260000000e+03,2.8100000000e+02,1.1900000000e+02,4.7000000000e+01,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
2.0000000000e+00,2.1000000000e+01,4.2300000000e+02,2.6370000000e+03,3.7730000000e+03,2.4180000000e+03,4.2100000000e+02,2.1200000000e+02,7.2000000000e+01,2.1000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,2.0000000000e+00,5.4300000000e+02,5.0770000000e+03,3.6300000000e+03,6.8000000000e+02,6.3000000000e+01,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,4.0000000000e+00,1.0960000000e+03,4.8050000000e+03,3.3770000000e+03,6.2800000000e+02,7.8000000000e+01,1.1000000000e+01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,1.0000000000e+00,3.2000000000e+01,5.5000000000e+02,1.9960000000e+03,2.1640000000e+03,1.1010000000e+03,1.0510000000e+03,1.5200000000e+03,1.0480000000e+03,5.3200000000e+02,5.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,9.0000000000e+00,9.4000000000e+01,2.5070000000e+03,4.2810000000e+03,2.4050000000e+03,5.0000000000e+02,1.5800000000e+02,4.1000000000e+01,4.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,2.8000000000e+01,8.5800000000e+02,4.0390000000e+03,3.3870000000e+03,1.3990000000e+03,1.9800000000e+02,6.5000000000e+01,2.4000000000e+01,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
1.0000000000e+00,7.0000000000e+00,5.4900000000e+02,3.7140000000e+03,3.5470000000e+03,1.5310000000e+03,3.6800000000e+02,1.7800000000e+02,8.3000000000e+01,2.2000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,2.0000000000e+00,4.0000000000e+02,2.9180000000e+03,4.4130000000e+03,1.5130000000e+03,4.6600000000e+02,2.6500000000e+02,2.3000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,6.6000000000e+01,7.9400000000e+02,3.7440000000e+03,4.0810000000e+03,9.4400000000e+02,3.2000000000e+02,5.1000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.3600000000e+02,2.5980000000e+03,4.7830000000e+03,2.1500000000e+03,2.5300000000e+02,7.0000000000e+01,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.8200000000e+02,3.1010000000e+03,4.4030000000e+03,1.8410000000e+03,3.6300000000e+02,9.8000000000e+01,1.1000000000e+01,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,6.0000000000e+00,7.8800000000e+02,4.7370000000e+03,3.6930000000e+03,6.7500000000e+02,9.3000000000e+01,8.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
3.0000000000e+00,3.7000000000e+01,9.5000000000e+02,3.7170000000e+03,3.3100000000e+03,1.4960000000e+03,3.3100000000e+02,1.2000000000e+02,3.4000000000e+01,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
8.0000000000e+00,1.5000000000e+01,1.2300000000e+02,2.3850000000e+03,4.0990000000e+03,2.5170000000e+03,5.8400000000e+02,2.2600000000e+02,3.6000000000e+01,3.0000000000e+00,3.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1
2.0000000000e+00,3.3000000000e+01,2.8500000000e+02,2.4510000000e+03,4.0360000000e+03,2.3030000000e+03,5.5100000000e+02,2.6800000000e+02,5.1000000000e+01,1.4000000000e+01,5.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1
8.0000000000e+00,6.5000000000e+01,6.7700000000e+02,2.9980000000e+03,3.0560000000e+03,2.1150000000e+03,6.4600000000e+02,2.9100000000e+02,1.1400000000e+02,2.0000000000e+01,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1
6.0000000000e+00,4.1000000000e+01,7.6600000000e+02,5.4100000000e+03,2.9780000000e+03,7.0100000000e+02,7.3000000000e+01,2.0000000000e+01,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,7.0000000000e+00,9.4000000000e+02,4.1430000000e+03,2.2440000000e+03,9.2800000000e+02,3.1300000000e+02,2.7400000000e+02,3.6700000000e+02,4.3300000000e+02,3.1900000000e+02,3.2000000000e+01,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,7.0000000000e+00,2.8000000000e+02,1.8760000000e+03,3.9130000000e+03,2.0440000000e+03,7.2600000000e+02,6.2100000000e+02,4.0400000000e+02,1.2900000000e+02,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,5.1000000000e+01,2.2890000000e+03,6.2050000000e+03,1.3880000000e+03,6.7000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,2.0000000000e+00,5.0500000000e+02,3.4200000000e+03,3.0450000000e+03,1.4640000000e+03,5.0700000000e+02,4.0800000000e+02,3.9900000000e+02,2.1100000000e+02,3.7000000000e+01,0.0000000000e+00,2.0000000000e+00,0
2.3000000000e+01,7.9000000000e+01,1.0540000000e+03,3.2030000000e+03,2.6980000000e+03,1.8910000000e+03,6.4000000000e+02,2.9600000000e+02,9.5000000000e+01,1.3000000000e+01,5.0000000000e+00,1.0000000000e+00,2.0000000000e+00,1
1.0000000000e+00,1.0000000000e+01,1.9500000000e+02,1.5260000000e+03,2.8180000000e+03,2.3280000000e+03,1.0400000000e+03,7.8300000000e+02,7.3700000000e+02,3.1200000000e+02,2.2300000000e+02,2.7000000000e+01,0.0000000000e+00,0
0.0000000000e+00,2.0000000000e+00,2.4000000000e+01,5.1300000000e+02,2.6030000000e+03,3.7550000000e+03,1.9250000000e+03,8.1700000000e+02,3.3100000000e+02,3.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,8.7000000000e+01,2.2050000000e+03,3.3270000000e+03,1.8840000000e+03,7.6000000000e+02,5.4200000000e+02,7.7400000000e+02,3.8500000000e+02,3.6000000000e+01,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,1.0000000000e+00,3.3400000000e+02,5.0990000000e+03,3.3210000000e+03,1.0880000000e+03,1.1500000000e+02,3.5000000000e+01,6.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
2.0000000000e+00,4.8000000000e+01,1.1190000000e+03,4.5530000000e+03,2.7580000000e+03,1.2570000000e+03,1.7200000000e+02,7.7000000000e+01,1.4000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,2.0000000000e+00,1.3100000000e+02,2.0990000000e+03,4.5620000000e+03,2.5210000000e+03,5.0900000000e+02,1.2700000000e+02,4.3000000000e+01,5.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
1.0000000000e+00,0.0000000000e+00,2.8000000000e+01,2.9200000000e+02,1.1290000000e+03,2.0410000000e+03,1.4100000000e+03,1.6410000000e+03,1.5530000000e+03,1.1030000000e+03,6.2100000000e+02,1.6300000000e+02,1.8000000000e+01,0
3.3000000000e+01,1.4000000000e+02,7.1600000000e+02,1.2620000000e+03,1.5520000000e+03,1.5310000000e+03,7.5500000000e+02,7.3600000000e+02,1.1610000000e+03,1.0410000000e+03,9.8700000000e+02,8.6000000000e+01,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,8.1000000000e+01,3.0780000000e+03,5.2680000000e+03,1.5190000000e+03,4.7000000000e+01,7.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.1000000000e+02,2.7990000000e+03,4.1900000000e+03,1.4480000000e+03,4.1100000000e+02,3.7200000000e+02,3.2400000000e+02,3.2200000000e+02,2.4000000000e+01,0.0000000000e+00,0.0000000000e+00,0
1.0000000000e+00,1.3000000000e+01,4.3800000000e+02,8.2500000000e+02,1.1910000000e+03,1.5150000000e+03,7.7800000000e+02,8.8000000000e+02,1.7720000000e+03,1.8020000000e+03,7.1100000000e+02,7.4000000000e+01,0.0000000000e+00,0
7.0000000000e+00,3.3000000000e+01,4.6400000000e+02,2.6780000000e+03,3.1380000000e+03,2.0880000000e+03,6.7800000000e+02,3.6200000000e+02,2.3400000000e+02,1.0700000000e+02,1.5000000000e+02,6.0000000000e+01,1.0000000000e+00,0
0.0000000000e+00,1.0000000000e+01,4.4500000000e+02,4.0470000000e+03,4.0320000000e+03,1.3140000000e+03,1.2500000000e+02,2.0000000000e+01,7.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
1.0000000000e+00,2.5000000000e+01,5.1900000000e+02,3.6540000000e+03,3.9010000000e+03,1.4720000000e+03,3.1200000000e+02,8.8000000000e+01,2.3000000000e+01,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,1.6000000000e+01,2.8000000000e+02,2.6810000000e+03,4.1680000000e+03,2.1730000000e+03,4.5500000000e+02,1.7700000000e+02,5.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,7.0000000000e+00,4.8200000000e+02,3.6920000000e+03,3.9340000000e+03,1.4040000000e+03,3.1200000000e+02,1.3200000000e+02,3.7000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
2.1000000000e+01,1.5800000000e+02,1.4680000000e+03,3.8120000000e+03,2.9480000000e+03,1.2680000000e+03,2.3500000000e+02,4.8000000000e+01,2.1000000000e+01,1.4000000000e+01,7.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
2.0000000000e+00,1.7000000000e+01,3.6400000000e+02,2.7040000000e+03,3.6140000000e+03,2.2860000000e+03,6.4800000000e+02,3.0200000000e+02,6.3000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,5.0000000000e+00,9.4000000000e+01,1.0520000000e+03,2.9800000000e+03,1.8740000000e+03,1.2390000000e+03,1.1970000000e+03,1.0140000000e+03,4.1400000000e+02,1.1700000000e+02,1.4000000000e+01,0
