0.538931	0.84235	0	0
0.900031	-0.435827	0	-0
-0.99902	0.044268	-0	0
0.84549	-0.533992	0	-0
0.724212	0.689578	0	0
-0.908809	-0.417211	-0	-0
-0.662712	0.748874	-0	0
0.420454	0.907314	0	0
0.902087	0.431554	0	0
0.997552	-0.0699234	0	-0
-0.533808	-0.845606	-0	-0
0.9638	-0.266628	0	-0
0.472084	0.881553	0	0
-0.0587099	-0.998275	-0	-0
0.596804	0.802387	0	0
-0.855516	0.517776	-0	0
-0.0860888	0.996287	-0	0
0.604932	-0.796277	0	-0
0.9903	-0.138947	0	-0
0.761082	-0.648655	0	-0
0.224993	0.97436	0	0
-0.825612	0.564238	-0	0
0.46144	0.887171	0	0
0.83879	-0.544456	0	-0
0.72192	-0.691976	0	-0
0.967033	-0.254652	0	-0
0.55186	0.833937	0	0
-0.737496	-0.675352	-0	-0
0.386365	0.922346	0	0
-0.358235	-0.933632	-0	-0
0.92902	-0.370031	0	-0
-0.812307	-0.58323	-0	-0
-0.561043	-0.827787	-0	-0
-0.847039	0.531532	-0	0
-0.995445	0.0953371	-0	0
0.999729	0.0232698	0	0
0.23689	-0.971537	0	-0
-0.556366	0.830937	-0	0
0.968864	0.247593	0	0
-0.985074	-0.172129	-0	-0
-0.975844	0.21847	-0	0
-0.677681	-0.735356	-0	-0
0.179422	-0.983772	0	-0
0.738488	-0.674266	0	-0
-0.720937	-0.693001	-0	-0
-0.030675	-0.999529	-0	-0
-0.141152	-0.989988	-0	-0
0.761936	-0.647653	0	-0
0.479162	-0.877726	0	-0
0.754725	0.656041	0	0
-0.856674	0.515858	-0	0
0.968083	-0.250631	0	-0
-0.99959	-0.0286273	-0	-0
-0.812764	-0.582594	-0	-0
-0.00672354	0.999977	-0	0
0.996244	-0.0865943	0	-0
-0.732869	-0.680369	-0	-0
0.264989	0.964251	0	0
-0.708383	-0.705829	-0	-0
0.884609	-0.466333	0	-0
-0.965495	-0.260423	-0	-0
0.0383683	-0.999264	0	-0
0.442379	-0.896828	0	-0
0.399443	0.916758	0	0
0.682101	0.731258	0	0
0.269111	0.963109	0	0
-0.764648	-0.644448	-0	-0
-0.65103	-0.759052	-0	-0
-0.986454	-0.164041	-0	-0
0.94772	0.319104	0	0
-0.419525	-0.907744	-0	-0
0.305709	-0.952125	0	-0
-0.13163	-0.991299	-0	-0
0.936231	0.351384	0	0
-0.890231	0.455508	-0	0
-0.95184	0.306594	-0	0
-0.995831	-0.0912147	-0	-0
0.93594	0.352159	0	0
-0.349083	-0.937092	-0	-0
-0.221771	0.975099	-0	0
0.721601	-0.692309	0	-0
0.539533	0.841964	0	0
0.226989	-0.973897	0	-0
0.978471	-0.206385	0	-0
-0.824179	0.566329	-0	0
0.556855	0.83061	0	0
0.598558	-0.801079	0	-0
-0.189809	0.981821	-0	0
0.310549	0.950557	0	0
-0.99831	-0.0581131	-0	-0
-0.985846	-0.167653	-0	-0
0.434156	-0.900838	0	-0
0.922091	-0.386973	0	-0
0.99996	0.00891309	0	0
-0.997056	0.0766832	-0	0
0.22116	0.975237	0	0
-0.053946	0.998544	-0	0
-0.972045	0.234794	-0	0
-0.902316	-0.431076	-0	-0
-0.944341	0.328969	-0	0
0	0	1000	0
0	0	0	1000
